id,birthdate,career_ast,career_fg,career_fg3,career_ft,career_g,career_per,career_pts,career_trb,career_ws,career_efg,college,draft_round,draft_year,height,name,position,shoots,weight,birth_year,birth_month,birth_day,career_ast normalized,career_fg normalized,career_fg3 normalized,career_ft normalized,career_g normalized,career_per normalized,career_pts normalized,career_trb normalized,career_ws normalized,career_efg normalized,height normalized,weight normalized,attended_college,Point Guard,Shooting Guard,Small Forward,Power Forward,Center,Forward,Guard,career_revenue,adjusted_career_revenue
antetgi01,1994-12-06,4.1,52.1,27.7,74.2,465,21.9,18.8,8.3,53.2,53.9,N/A,1st round,2013,83,Giannis Antetokounmpo,Point Guard and Power Forward and Small Forward and Shooting Guard,Right,242,1994,12,6,1.665391035934777,1.0206507519225467,0.423561781650925,0.2911345414634077,0.3157557411219396,1.8283947082043701,2.280173177742392,2.17504249614976,1.1607661074398288,0.9521925359359776,1.1838091138942937,1.076610508749937,0,1,1,1,1,0,1,1,31087051,15301449
antetth01,1992-07-17,0.0,75.0,0.0,0.0,2,32.9,3.0,0.5,0.0,75.0,N/A,2nd round,2014,79,Thanasis Antetokounmpo,Small Forward,Right,205,1992,7,17,-1.0817039432609694,3.850088124287422,-1.2930124028164887,-4.447111791203733,-1.0644862647397741,3.8878133717494427,-0.8855758149138601,-1.2329250323815732,-0.6360504762149658,3.4905062883964004,0.04746946985585768,-0.33337617486291427,0,0,0,1,0,0,1,0,105888,53079
anthoca01,1984-05-29,3.0,44.9,34.7,81.1,1064,20.3,24.0,6.5,101.0,48.2,Syracuse University,1st round,2003,80,Carmelo Anthony,Small Forward and Power Forward,Right,240,1984,5,29,0.9283655537115281,0.13104598855891725,0.8573530918051453,0.7317531357410793,2.101425204428995,1.5288429025978145,3.3220652512748288,1.3885884511040674,2.775199052904099,0.26648692508174066,0.3315543808654667,1.0003950123384315,1,0,0,1,1,0,1,0,232001415,122259986
anthogr01,1967-11-15,4.0,40.3,34.9,73.3,757,14.5,7.3,1.9,35.9,46.7,"University of Portland, University of Nevada, Las Vegas",1st round,1991,72,Greg Anthony,Point Guard,Left,176,1967,11,15,1.5983887193690272,-0.43731261025673485,0.8697471292381228,0.2336625509054501,1.186232340931055,0.4429676072740488,-0.02401121564665235,-0.6212385529015905,0.5764629702738899,0.08603808012009924,-1.9411249072114054,-1.4385008728297437,1,1,0,0,0,0,0,1,18592250,13126981
anunoog01,1997-07-17,0.7,46.1,35.1,60.5,141,9.9,6.4,2.7,5.0,55.5,Indiana University,1st round,2017,80,OG Anunoby,Small Forward,Right,232,1997,7,17,-0.6126877273007201,0.27931344911952244,0.8821411666711007,-0.5837168703632748,-0.6501155545566678,-0.41824383384479963,-0.20433868991188178,-0.27170342177017165,-0.4671767371496655,1.144671303895062,0.3315543808654667,0.6955330266924096,1,0,0,1,0,0,1,0,1645200,802172
araujra01,1980-08-12,0.3,40.5,25.0,67.9,139,6.3,2.8,2.8,-0.4,40.6,Brigham Young University,1st round,2004,83,Rafael Araujo,Center,Right,280,1980,8,12,-0.8806969935637197,-0.412601366829967,0.2562422763057259,-0.11116939244229274,-0.6560777230485111,-1.0922353964595508,-0.9256485869728001,-0.22801153037874444,-0.6495603753401897,-0.6477872227239094,1.1838091138942937,2.524704940568541,1,0,0,0,0,1,0,0,6716880,4048515
archiro01,1980-03-29,0.4,28.3,0.0,42.9,44,4.9,1.2,1.6,0.0,28.3,University of Illinois at Urbana-Champaign,2nd round,2002,83,Robert Archibald,Center and Power Forward,Right,250,1980,3,29,-0.8136946769979698,-1.9199872158627829,-1.2930124028164887,-1.7076135746077719,-0.9392807264110656,-1.354343226365287,-1.246230763444319,-0.7523142270758725,-0.6360504762149658,-2.127467751409369,1.1838091138942937,1.3814724943959589,1,0,0,0,1,1,1,0,913137,585114
arenagi01,1982-01-06,5.3,42.1,35.1,80.3,552,19.6,20.7,3.9,51.3,48.2,University of Arizona,2nd round,2001,75,Gilbert Arenas,Point Guard,Right,191,1982,1,6,2.469418834723776,-0.21491141941582703,0.8821411666711007,0.6806669219117841,0.5751100705171212,1.3977889876449463,2.6608645123023207,0.2525992749269564,1.0965940865950146,0.26648692508174066,-1.0888701741825784,-0.8668846497434526,1,1,0,0,0,0,0,1,140714721,79301409
arizatr01,1985-06-30,2.2,42.2,35.1,72.8,1011,13.3,10.7,4.8,60.0,50.2,"University of California, Los Angeles",2nd round,2004,80,Trevor Ariza,Small Forward and Shooting Guard,Right,215,1985,6,30,0.39234702118552883,-0.2025557977024431,0.8821411666711007,0.20173366726214054,1.9434277393951485,0.21830375306913197,0.6572259093553258,0.6458262974498025,1.390434392568637,0.5070853850305959,0.3315543808654667,0.04770130719461309,1,0,1,1,0,0,1,1,76320530,40025532
armstbj01,1967-09-09,3.3,47.7,42.5,85.6,747,14.5,9.8,1.8,45.0,51.3,University of Iowa,1st round,1989,74,B.J. Armstrong,Point Guard,Right,175,1967,9,9,1.1293725034087776,0.4770033965336624,1.3407205516912761,1.0191130885308655,1.1564214984718386,0.4429676072740488,0.47689843509009655,-0.6649304442930178,0.8838131753727364,0.6394145380024656,-1.3729550851921872,-1.4766086210354963,1,1,0,0,0,0,0,1,16380000,11899752
armstbr01,1980-06-16,0.2,35.2,33.3,60.0,108,4.9,2.2,0.6,-0.6,39.5,Pepperdine University,1st round,2001,77,Brandon Armstrong,Shooting Guard,Left,188,1980,6,16,-0.9476993101294696,-1.0674493176393047,0.7705948297743009,-0.6156457540065844,-0.7484913346720815,-1.354343226365287,-1.0458669031496197,-1.189233140990146,-0.6563153249028019,-0.78011637569578,-0.5207003521633603,-0.9812078943607108,1,0,1,0,0,0,0,1,2792170,1807227
armsthi01,1984-11-11,0.3,50.1,28.6,58.2,292,9.9,3.0,2.6,3.9,50.2,University of Connecticut,1st round,2006,83,Hilton Armstrong,Center and Power Forward,Right,235,1984,11,11,-0.8806969935637197,0.7735383176548719,0.47933495009932486,-0.7305897351224987,-0.19997183342250202,-0.41824383384479963,-0.8855758149138601,-0.315395313161599,-0.5043289597440316,0.5070853850305959,1.1838091138942937,0.8098562713096679,1,0,0,0,1,1,1,0,9494478,5327676
arthuda01,1988-03-25,0.8,44.4,35.2,76.5,503,12.2,6.5,3.5,12.3,47.0,University of Kansas,1st round,2008,81,Darrell Arthur,Small Forward and Power Forward,Right,235,1988,3,25,-0.5456854107349701,0.06926787999199856,0.8883381853875896,0.43800740622263157,0.42903694246696145,0.012361886714624438,-0.1843023038824119,0.07783170936124705,-0.22062107811432713,0.12212784911242719,0.6156392918750757,0.8098562713096679,1,0,0,1,1,0,1,0,33222575,16887996
asikom01,1986-07-04,0.6,52.8,0.0,55.1,471,13.4,5.3,7.1,20.9,52.8,N/A,2nd round,2008,84,Omer Asik,Center,Right,255,1986,7,4,-0.6796900438664699,1.1071401039162323,-1.2930124028164887,-0.928548813711018,0.3336422465974693,0.23702574091954165,-0.4247389362360513,1.6507397994526314,0.0698417530779892,0.819863382964107,1.4678940249039027,1.5720112354247224,0,0,0,0,0,1,0,0,60202437,30512549
askewvi01,1966-02-28,2.2,47.9,30.0,75.4,467,12.6,7.1,2.5,22.1,49.4,University of Memphis,2nd round,1987,78,Vincent Askew,Shooting Guard,Right,210,1966,2,28,0.39234702118552883,0.5017146399604293,0.5660932121301688,0.36776386220735086,0.3217179096137828,0.08724983811626351,-0.06408398770559229,-0.3590872045530264,0.11037145045366135,0.4108460010510533,-0.23661544115375133,-0.1428374338341506,1,0,1,0,0,0,0,1,5857250,4293591
augmost01,1968-08-01,1.6,46.9,15.2,72.8,1001,13.7,8.0,3.2,43.8,47.0,"University of Nevada, Las Vegas",1st round,1991,80,Stacey Augmon,Small Forward and Shooting Guard,Left,205,1968,8,1,-0.009666878208970739,0.37815842282659196,-0.3510655579101823,0.20173366726214054,1.9136168969359322,0.2931917044707707,0.11624348655963733,-0.05324396481303491,0.8432834779970643,0.12212784911242719,0.3315543808654667,-0.33337617486291427,1,0,1,1,0,0,1,1,30037500,20854912
augusdj01,1987-11-10,4.0,41.3,38.1,86.3,807,14.2,9.8,1.9,41.9,49.7,University of Texas at Austin,1st round,2008,72,D.J. Augustin,Point Guard,Right,183,1987,11,10,1.5983887193690272,-0.31375639312289744,1.0680517281657664,1.0638135256314991,1.3352865532271363,0.38680164372281944,0.47689843509009655,-0.6212385529015905,0.7791114571522503,0.4469357700433821,-1.9411249072114054,-1.1717466353894745,1,1,0,0,0,0,0,1,35638310,18324374
augusja01,1984-02-27,0.1,51.4,0.0,50.0,27,11.1,1.6,1.2,0.3,51.4,University of Illinois at Urbana-Champaign,2nd round,2006,82,James Augustine,Power Forward,Left,235,1984,2,27,-1.0147016266952196,0.9341613999288602,-1.2930124028164887,-1.2542234268727759,-0.9899591585917333,-0.19357997963988274,-1.1660852193264393,-0.927081792641582,-0.6259180518710478,0.6514444609999085,0.8997242028846847,0.8098562713096679,1,0,0,0,1,0,1,0,1100174,632118
austiis01,1969-08-18,1.2,44.6,17.6,67.0,432,13.0,7.6,4.7,9.2,44.8,Arizona State University,2nd round,1991,82,Isaac Austin,Center,Right,255,1969,8,18,-0.2776761444719705,0.09397912341876638,-0.20233710871444954,-0.16864138300025033,0.21737996100652587,0.16213778951790256,0.036097942441757465,0.6021344060583753,-0.3253227963348133,-0.1425304568313139,0.8997242028846847,1.5720112354247224,1,0,0,0,0,1,0,0,22626666,15476214
aventan01,1969-10-18,0.8,40.3,0.0,68.6,352,8.8,5.6,4.5,0.3,40.3,Seton Hall University,1st round,1991,81,Anthony Avent,Power Forward,Right,235,1969,10,18,-0.5456854107349701,-0.43731261025673485,-1.2930124028164887,-0.06646895534166006,-0.021106778667204354,-0.6241857001993067,-0.3646297781476415,0.5147506232755205,-0.6259180518710478,-0.6838769917162382,0.6156392918750757,0.8098562713096679,1,0,0,0,1,0,1,0,3410000,2532744
averywi01,1979-08-08,1.4,33.0,25.5,71.4,142,7.3,2.7,0.7,-0.9,37.8,Duke University,1st round,1999,74,William Avery,Point Guard,Right,197,1979,8,8,-0.14367151134047068,-1.3392729953337472,0.28722736988817016,0.11233279306087428,-0.6471344703107462,-0.9050155179554532,-0.94568497300227,-1.1455412495987187,-0.6664477492467198,-0.9846250666523072,-1.3729550851921872,-0.6382381605089361,1,1,0,0,0,0,0,1,3858600,2598172
pendeje02,1987-04-29,0.4,55.3,40.0,77.6,237,12.4,2.9,2.7,6.3,55.5,Arizona State University,2nd round,2009,81,Jeff Ayres,Center and Power Forward,Right,240,1987,4,29,-0.8136946769979698,1.4160306467508257,1.1857950837790547,0.5082509502379122,-0.36393146694819156,0.04980586241544414,-0.9056122009433302,-0.27170342177017165,-0.4232695649926874,1.144671303895062,0.6156392918750757,1.0003950123384315,1,0,0,0,1,1,1,0,7353570,3832987
babbilu01,1989-06-20,0.6,40.8,40.2,74.7,381,10.1,4.8,2.2,7.2,53.2,"University of Nevada, Reno",1st round,2010,81,Luke Babbitt,Small Forward and Power Forward,Left,225,1989,6,20,-0.6796900438664699,-0.37553450168981617,1.1981891212120326,0.32306342510671726,0.06534466446452285,-0.38079985814398026,-0.5249208663834011,-0.49016287872730835,-0.39287229196093343,0.8679830749538787,0.6156392918750757,0.42877878925214047,1,0,0,1,1,0,1,0,10588763,5463553
babicmi01,1968-11-23,0.5,37.5,0.0,65.0,21,10.9,1.8,1.0,-0.1,37.5,Tennessee Technological University,2nd round,1990,84,Milos Babic,Center and Power Forward,Right,240,1968,11,23,-0.7466923604322199,-0.7832700182314791,-1.2930124028164887,-0.29635691757348864,-1.007845664067263,-0.2310239553407021,-1.1260124472674995,-1.0144655754244365,-0.6394279509962718,-1.0207148356446352,1.4678940249039027,1.0003950123384315,1,0,0,0,1,1,1,0,200000,166438
bacondw01,1995-08-30,0.9,43.2,37.7,76.1,96,8.8,5.1,2.2,1.1,48.7,Florida State University,2nd round,2017,79,Dwayne Bacon,Shooting Guard,Right,221,1995,8,30,-0.4786830941692202,-0.07899958056860576,1.043263653299811,0.41246429930798356,-0.7842643456231411,-0.6241857001993067,-0.46481170829499124,-0.49016287872730835,-0.5988982536205997,0.3266365400689545,0.04746946985585768,0.2763477964291295,1,0,1,0,0,0,0,1,815615,397680
bagarda01,1980-02-07,0.4,36.1,0.0,55.9,95,7.0,2.6,2.5,-0.9,36.1,N/A,1st round,2000,85,Dalibor Bagaric,Center,Right,255,1980,2,7,-0.8136946769979698,-0.9562487222188513,-1.2930124028164887,-0.8774625998817229,-0.7872454298690627,-0.9611814815066824,-0.9657213590317398,-0.3590872045530264,-0.6664477492467198,-1.1891337576088337,1.7519789359135116,1.5720112354247224,0,0,0,0,0,1,0,0,4079663,2655619
baglejo01,1960-04-23,6.0,43.7,24.1,77.9,665,13.0,8.7,2.6,16.6,44.8,Boston College,1st round,1982,72,John Bagley,Point Guard,Right,185,1960,4,23,2.938435050684025,-0.017221472001687072,0.20046910785732625,0.5274082804238988,0.9119725903062651,0.16213778951790256,0.25649818876592684,-0.315395313161599,-0.0753896625181689,-0.1425304568313139,-1.9411249072114054,-1.095531138977969,1,1,0,0,0,0,0,1,4034000,3458644
baileja01,1957-05-21,0.8,48.4,7.7,70.3,595,13.0,8.8,5.0,16.3,48.4,Rutgers University,1st round,1979,81,James Bailey,Power Forward,Right,220,1957,5,21,-0.5456854107349701,0.563492748527348,-0.8158419616468466,0.04208924904559267,0.7032966930917511,0.16213778951790256,0.27653457479539706,0.7332100802326572,-0.08552208686208694,0.2905467710766257,0.6156392918750757,0.23824004822337677,1,0,0,0,1,0,1,0,1350000,1279867
baileth01,1961-04-07,1.4,47.3,11.4,81.2,928,14.3,12.8,5.1,45.0,47.3,North Carolina State University,1st round,1983,83,Thurl Bailey,Power Forward and Small Forward,Right,215,1961,4,7,-0.14367151134047068,0.42758090968012674,-0.5865522691367588,0.7381389124697417,1.6959977469836534,0.40552363157322946,1.077990015974195,0.7769019716240844,0.8838131753727364,0.15821761810475513,1.1838091138942937,0.04770130719461309,1,0,0,1,1,0,1,0,7994000,6510253
baileto01,1975-11-19,0.6,40.7,20.0,69.2,73,11.0,3.3,1.7,1.0,41.4,"University of California, Los Angeles",2nd round,1998,78,Toby Bailey,Shooting Guard,Right,213,1975,11,19,-0.6796900438664699,-0.38789012340319917,-0.05360865951871704,-0.02815429496968803,-0.8528292832793385,-0.21230196749029243,-0.8254666568254503,-0.7086223356844452,-0.6022757284019057,-0.5515478387443676,-0.23661544115375133,-0.028514189216892385,1,0,1,0,0,0,0,1,822500,568553
bairsca01,1990-12-07,0.2,29.6,20.0,84.6,36,5.0,1.2,1.0,-0.1,30.6,University of New Mexico,2nd round,2014,81,Cameron Bairstow,Center and Power Forward,Right,250,1990,12,7,-0.9476993101294696,-1.7593641335887942,-0.05360865951871704,0.9552553212442463,-0.9631294003784387,-1.3356212385148774,-1.246230763444319,-1.0144655754244365,-0.6394279509962718,-1.8507795224681856,0.6156392918750757,1.3814724943959589,1,0,0,0,1,1,1,0,1352395,680824
bakervi01,1971-11-23,1.9,48.5,21.5,63.8,791,16.3,15.0,7.4,47.0,48.7,University of Hartford,1st round,1993,83,Vin Baker,Power Forward and Center,Right,232,1971,11,23,0.1913400714882789,0.575848370240732,0.03934662122861583,-0.3729862383174318,1.2875892052923903,0.7799633885814244,1.5187905086225337,1.7818154736269134,0.9513626709988565,0.3266365400689545,1.1838091138942937,0.6955330266924096,1,0,0,0,1,1,1,0,97390894,63964537
balkmre01,1984-07-14,0.6,51.0,17.2,54.2,221,14.3,4.0,3.5,7.2,51.8,University of South Carolina,1st round,2006,80,Renaldo Balkman,Small Forward and Power Forward,Right,208,1984,7,14,-0.6796900438664699,0.8847389130753254,-0.22712518358040512,-0.9860208042689752,-0.41162881488293757,0.40552363157322946,-0.6852119546191606,0.07783170936124705,-0.39287229196093343,0.6995641529896794,0.3315543808654667,-0.21905293024565606,1,0,0,1,1,0,1,0,10979217,6041715
balllo01,1997-10-27,6.4,38.0,31.5,43.7,99,12.2,10.0,6.2,3.5,46.1,"University of California, Los Angeles",1st round,2017,78,Lonzo Ball,Point Guard,Right,190,1997,10,27,3.2064443169470254,-0.7214919096645604,0.6590484928775017,-1.6565273607784763,-0.7753210928853762,0.012361886714624438,0.5169712071490363,1.2575127769297854,-0.5178388588692556,0.0138585421354425,-0.23661544115375133,-0.9049923979492053,1,1,0,0,0,0,0,1,6286560,3065225
ballagr01,1955-01-29,2.2,47.2,33.8,78.7,802,15.7,12.4,6.1,54.0,47.7,University of Oregon,1st round,1977,79,Greg Ballard,Small Forward,Right,215,1955,1,29,0.39234702118552883,0.41522528796674374,0.8015799233567452,0.5784944942531939,1.320381131997528,0.6676314614789657,0.9978444718563152,1.2138208855383579,1.1877859056902766,0.20633731009452685,0.04746946985585768,0.04770130719461309,1,0,0,1,0,0,1,0,870833,853095
banksge01,1959-05-15,2.9,53.9,4.3,73.0,468,15.1,11.3,5.8,31.2,53.9,Duke University,2nd round,1981,79,Gene Banks,Small Forward and Power Forward,Right,215,1959,5,15,0.8613632371457781,1.2430519427634537,-1.0265405980074678,0.21450522071946454,0.32469899385970447,0.5552995343765073,0.7774442255321458,1.0827452113640759,0.41772165555250773,0.9521925359359776,0.04746946985585768,0.04770130719461309,1,0,0,1,1,0,1,0,490000,482337
banksma01,1981-11-19,2.1,43.2,32.7,76.8,348,12.2,5.9,1.5,6.6,46.9,"University of Nevada, Las Vegas",1st round,2003,74,Marcus Banks,Point Guard,Right,200,1981,11,19,0.3253447046197788,-0.07899958056860576,0.7334127174753682,0.4571647364086171,-0.03303111565089086,0.012361886714624438,-0.30452062005923153,-0.7960061184672999,-0.41313714064876944,0.11009792611498426,-1.3729550851921872,-0.5239149158916779,1,1,0,0,0,0,0,1,26135520,14923390
bannike01,1960-04-01,0.4,48.8,0.0,49.2,253,8.9,5.9,3.5,0.6,48.8,"Indiana State University, Saint Augustine's College",7th round,1984,81,Ken Bannister,Power Forward,Right,235,1960,4,1,-0.8136946769979698,0.6129152353808828,-1.2930124028164887,-1.305309640702071,-0.3162341190134455,-0.6054637123488971,-0.30452062005923153,0.07783170936124705,-0.6157856275271297,0.3386664630663966,0.6156392918750757,0.8098562713096679,1,0,0,0,1,0,1,0,855000,716538
barbole01,1982-11-28,2.1,45.9,38.7,82.1,850,15.1,10.6,2.0,37.4,52.6,N/A,1st round,2003,75,Leandro Barbosa,Point Guard and Shooting Guard,Right,194,1982,11,28,0.3253447046197788,0.2546022056927546,1.1052338404646997,0.7956109030276984,1.4634731758017663,0.5552995343765073,0.6371895233258559,-0.5775466615101631,0.62712509199348,0.795803536969222,-1.0888701741825784,-0.7525614051261944,0,1,1,0,0,0,0,1,46967358,25628405
bardost01,1968-04-05,1.3,32.9,10.0,69.6,33,8.1,2.2,1.8,-0.1,33.5,University of Illinois at Urbana-Champaign,2nd round,1990,77,Steve Bardo,Shooting Guard,Right,190,1968,4,5,-0.21067382790622052,-1.3516286170471312,-0.6733105311676029,-0.002611188055040916,-0.9720726531162036,-0.7552396151521752,-1.0458669031496197,-0.6649304442930178,-0.6394279509962718,-1.5019117555423456,-0.5207003521633603,-0.9049923979492053,1,0,1,0,0,0,0,1,375000,282070
bargnan01,1985-10-26,1.2,43.9,35.4,82.4,550,14.4,14.3,4.6,18.9,48.6,N/A,1st round,2006,84,Andrea Bargnani,Power Forward and Center,Right,245,1985,10,26,-0.2776761444719705,0.007489771425079873,0.9007322228205671,0.8147682332136849,0.569147902025278,0.42424561942363914,1.3785358064162443,0.5584425146669477,0.0022922574518691075,0.31460661707151155,1.4678940249039027,1.190933753367195,0,0,0,0,1,1,1,0,73519408,39344813
barklch01,1963-02-20,3.9,54.1,26.6,73.5,1073,24.6,22.1,11.7,177.2,55.8,Auburn University,1st round,1984,78,Charles Barkley,Small Forward and Power Forward,Right,252,1963,2,20,1.5313864028032773,1.2677631861902214,0.3553945757695477,0.24643410436277413,2.1282549626422895,2.3338883801654338,2.9413739167149,3.660566803458289,5.348834836259274,1.1807610728873899,-0.23661544115375133,1.4576879908074643,1,0,0,1,1,0,1,0,43608000,33161020
barkler01,1978-02-21,1.5,35.6,26.7,90.0,27,9.9,2.9,0.8,0.2,37.8,St. John's University,1st round,2000,73,Erick Barkley,Point Guard,Right,177,1978,2,21,-0.07666919477472071,-1.0180268307857698,0.36159159448603645,1.30008726459199,-0.9899591585917333,-0.41824383384479963,-0.9056122009433302,-1.1018493582072912,-0.6292955266523538,-0.9846250666523072,-1.6570399962017963,-1.400393124623991,1,1,0,0,0,0,0,1,2032700,1343551
barneha02,1992-05-30,1.5,44.6,37.4,79.5,540,13.3,13.6,4.9,29.7,50.0,University of North Carolina,1st round,2012,80,Harrison Barnes,Power Forward and Small Forward,Right,225,1992,5,30,-0.07666919477472071,0.09397912341876638,1.0246725971503443,0.629580708082489,0.5393370595660617,0.21830375306913197,1.2382811042099544,0.6895181888412301,0.3670595338329177,0.48302553903571005,0.3315543808654667,0.42877878925214047,1,0,0,1,1,0,1,0,57874032,28740227
barnema02,1980-03-09,1.8,43.6,33.5,74.5,929,12.7,8.2,4.6,42.8,51.3,"University of California, Los Angeles",2nd round,2002,79,Matt Barnes,Small Forward and Power Forward,Right,226,1980,3,9,0.12433775492252906,-0.029577093715070987,0.7829888672072788,0.31029187164939326,1.698978831229575,0.10597182596667319,0.1563162586185771,0.5584425146669477,0.8095087301840043,0.6394145380024656,0.04746946985585768,0.4668865374578932,1,0,0,1,1,0,1,0,31408015,16481927
barroda01,1967-04-13,3.3,46.0,41.1,85.8,850,16.4,10.5,1.9,49.6,53.6,Boston College,1st round,1989,71,Dana Barros,Point Guard and Shooting Guard,Right,163,1967,4,13,1.1293725034087776,0.26695782740613855,1.253962289660432,1.0318846419881895,1.4634731758017663,0.7986853764318338,0.6171531372963861,-0.6212385529015905,1.0391770153128126,0.9161027669436497,-2.2252098182210145,-1.9339015995045292,1,1,1,0,0,0,0,1,25587500,18134932
